district,NP,station,number,lat_station,lon_station,poly_wkt,HubName,HubDist,centroid
Киренский,Верхнекарелина,Киренск,30230,57.783333,108.1,"POLYGON ((107.766313 57.866674, 107.774097 57.86848699999999, 107.775227 57.868925, 107.775922 57.868869, 107.775086 57.869464, 107.776359 57.869971, 107.777348 57.87033899999999, 107.778639 57.870482, 107.779045 57.871009, 107.777938 57.871495, 107.778286 57.871829, 107.779111 57.872485, 107.780901 57.87198799999999, 107.78247 57.871592, 107.781207 57.870596, 107.781086 57.870209, 107.781856 57.87000699999999, 107.780433 57.868975, 107.779365 57.869223, 107.775232 57.86704, 107.768052 57.866024, 107.766746 57.865892, 107.766313 57.866674))",Киренск,,POINT (107.7756323410605 57.86882063718129)
Киренский,Вишнякова,Киренск,30230,57.783333,108.1,"POLYGON ((108.852904 58.13283, 108.854139 58.134003, 108.857652 58.13459599999999, 108.859822 58.135261, 108.863826 58.136747, 108.865767 58.135814, 108.868567 58.136914, 108.869781 58.136442, 108.869807 58.135172, 108.865334 58.133979, 108.861664 58.13315, 108.858423 58.13185199999999, 108.855175 58.13073199999999, 108.852904 58.13283))",Киренск,,POINT (108.8609133852522 58.13409310999731)
Киренский,Дарьина,Киренск,30230,57.783333,108.1,"POLYGON ((109.656256 58.315461, 109.656256 58.31567099999999, 109.657257 58.317752, 109.658094 58.317667, 109.658846 58.317605, 109.658399 58.316197, 109.657971 58.315409, 109.65696 58.31532, 109.656256 58.315461))",Киренск,,POINT (109.6575592171468 58.31650652647633)
Киренский,Ичера,Киренск,30230,57.783333,108.1,"POLYGON ((109.770245 58.510864, 109.772509 58.511246, 109.772766 58.512184, 109.771275 58.512302, 109.771177 58.513683, 109.771381 58.514245, 109.773602 58.514615, 109.774299 58.514318, 109.775104 58.513655, 109.776794 58.513483, 109.777796 58.51352, 109.778584 58.513378, 109.777836 58.511778, 109.777102 58.510056, 109.77616 58.508066, 109.775452 58.507875, 109.774819 58.507504, 109.7738 58.507746, 109.773593 58.508658, 109.772971 58.509697, 109.772541 58.510309, 109.770546 58.510337, 109.770245 58.510864))",Киренск,,POINT (109.7745914690088 58.51141907931125)
Киренский,Киренск,Киренск,30230,57.783333,108.1,"MULTIPOLYGON (((108.078262 57.804465, 108.080234 57.803947, 108.079654 57.802583, 108.077616 57.801071, 108.073625 57.800796, 108.071479 57.800819, 108.07002 57.803065, 108.078262 57.804465)), ((108.056133 57.762489, 108.053094 57.761678, 108.052804 57.763233, 108.050057 57.76454099999999, 108.050484 57.767898, 108.044549 57.768275, 108.040374 57.769271, 108.040035 57.770574, 108.044889 57.771384, 108.044085 57.772479, 108.044053 57.772989, 108.059797 57.77541799999999, 108.064853 57.775531, 108.069256 57.7754, 108.069351 57.781572, 108.069447 57.781963, 108.069909 57.782293, 108.074286 57.78329, 108.087172 57.787726, 108.088481 57.788047, 108.09024 57.788241, 108.090154 57.78913499999999, 108.092043 57.789193, 108.09215 57.789387, 108.096463 57.788837, 108.10245 57.788963, 108.10653 57.78866499999999, 108.107189 57.789663, 108.104821 57.794653, 108.110207 57.795099, 108.108619 57.797425, 108.112009 57.797929, 108.114665 57.795162, 108.125377 57.782517, 108.127673 57.780706, 108.128789 57.779032, 108.131407 57.77668199999999, 108.138359 57.77899799999999, 108.147071 57.78152, 108.154645 57.782265, 108.155139 57.782207, 108.156598 57.780694, 108.161426 57.781875, 108.163722 57.77894, 108.163872 57.777404, 108.160096 57.777175, 108.157177 57.776671, 108.149796 57.774859, 108.14662 57.773782, 108.143959 57.773094, 108.135806 57.771237, 108.134132 57.770686, 108.131042 57.768783, 108.129969 57.768485, 108.109954 57.766759, 108.110462 57.764595, 108.111382 57.764382, 108.111122 57.764216, 108.111777 57.763205, 108.108597 57.762746, 108.109934 57.761067, 108.109405 57.75961299999999, 108.106038 57.758035, 108.103372 57.757182, 108.101776 57.755762, 108.101063 57.75610099999999, 108.098715 57.75472, 108.098006 57.754892, 108.096612 57.754708, 108.093479 57.756073, 108.092508 57.756091, 108.092723 57.75511599999999, 108.090469 57.754863, 108.08525 57.754777, 108.083683 57.75488, 108.083233 57.755488, 108.083233 57.75622199999999, 108.083533 57.756842, 108.077277 57.758297, 108.076657 57.75801, 108.075735 57.758309, 108.075048 57.758733, 108.074427 57.758137, 108.072582 57.757638, 108.070599 57.756856, 108.066431 57.755103, 108.064661 57.754115, 108.061347 57.752807, 108.060945 57.750894, 108.061562 57.750809, 108.061279 57.750183, 108.060632 57.750246, 108.059727 57.747013, 108.058643 57.74691, 108.056948 57.747266, 108.054566 57.748333, 108.055511 57.750925, 108.06054 57.752875, 108.063062 57.756322, 108.062561 57.756721, 108.062324 57.75755599999999, 108.057804 57.75922199999999, 108.058201 57.759847, 108.056133 57.762489)))",Киренск,,POINT (108.0955703514396 57.77321014638983)
Киренский,Коршуново,Киренск,30230,57.783333,108.1,"POLYGON ((110.134443 58.59249699999999, 110.134649 58.593266, 110.136748 58.593896, 110.136896 58.594133, 110.136185 58.595177, 110.136076 58.595485, 110.136411 58.59592499999999, 110.136493 58.596308, 110.136362 58.597888, 110.136511 58.598039, 110.136832 58.598101, 110.141 58.59805, 110.144286 58.598955, 110.1492 58.600167, 110.150099 58.59931, 110.155823 58.601121, 110.155578 58.60136499999999, 110.156565 58.601555, 110.156672 58.60143799999999, 110.157518 58.601692, 110.15837 58.601067, 110.156683 58.600178, 110.155727 58.597987, 110.144841 58.594694, 110.135137 58.592119, 110.134443 58.59249699999999))",Киренск,,POINT (110.1453477693889 58.59701876134274)
Киренский,Кривая Лука,Киренск,30230,57.783333,108.1,"POLYGON ((107.813817 57.597233, 107.814131 57.60004499999999, 107.814732 57.60119599999999, 107.815311 57.602059, 107.817577 57.602883, 107.819885 57.601206, 107.823008 57.601741, 107.822817 57.602401, 107.824084 57.603025, 107.83144 57.603879, 107.834266 57.60336299999999, 107.837098 57.603159, 107.839424 57.600779, 107.837587 57.597443, 107.834744 57.59497, 107.830486 57.592194, 107.825183 57.595295, 107.818942 57.596804, 107.817711 57.596944, 107.816664 57.597137, 107.813817 57.597233))",Киренск,,POINT (107.8275160046416 57.5989766618587)
Киренский,Кривошапкино,Киренск,30230,57.783333,108.1,"POLYGON ((107.997306 57.75322199999999, 107.997312 57.754192, 107.999568 57.754093, 108.00076 57.755236, 108.001867 57.755622, 108.00294 57.759694, 108.002511 57.76079499999999, 108.003026 57.761059, 108.007641 57.76067099999999, 108.007909 57.761346, 108.008735 57.76184499999999, 108.010042 57.761919, 108.009763 57.75956799999999, 108.00869 57.754773, 108.007768 57.754085, 108.011469 57.753293, 108.010058 57.751257, 108.00837 57.74495, 108.007847 57.745275, 108.007281 57.745897, 108.00615 57.747785, 108.00352 57.74786, 108.001209 57.746854, 108.001523 57.746382, 107.999047 57.745771, 107.997852 57.750155, 107.997306 57.75322199999999))",Киренск,,POINT (108.0045454678798 57.75314040763887)
Киренский,Макарово,Киренск,30230,57.783333,108.1,"POLYGON ((107.802526 57.479946, 107.804228 57.480172, 107.806089 57.480487, 107.809823 57.48139399999999, 107.812886 57.482259, 107.816329 57.483337, 107.823546 57.48547499999999, 107.829758 57.487516, 107.833789 57.489054, 107.836187 57.490092, 107.840048 57.491857, 107.841377 57.4907, 107.84018 57.489942, 107.841252 57.48889999999999, 107.839348 57.488386, 107.836382 57.487002, 107.832239 57.484806, 107.826611 57.482141, 107.827441 57.48083699999999, 107.82061 57.479039, 107.818934 57.480151, 107.818431 57.47994, 107.813834 57.478851, 107.813309 57.479265, 107.811281 57.478687, 107.808367 57.47857399999999, 107.803581 57.477593, 107.802526 57.479946))",Киренск,,POINT (107.8227850290169 57.48346240454332)
Киренский,Мироново,Киренск,30230,57.783333,108.1,"MULTIPOLYGON (((109.648925 58.30655299999999, 109.648171 58.30676099999999, 109.64948 58.308075, 109.650235 58.30786699999999, 109.65084 58.307675, 109.649444 58.306447, 109.648925 58.30655299999999)), ((109.643456 58.304807, 109.643461 58.304464, 109.644106 58.304477, 109.644158 58.303864, 109.643474 58.30383699999999, 109.643507 58.302032, 109.642556 58.301235, 109.643252 58.30097499999999, 109.64347 58.30079, 109.64193 58.299736, 109.640035 58.29850399999999, 109.639257 58.297814, 109.638498 58.298095, 109.63792 58.29797, 109.637976 58.298278, 109.637274 58.29853199999999, 109.641562 58.301792, 109.641197 58.302197, 109.641173 58.302854, 109.641988 58.30285499999999, 109.641944 58.303434, 109.641915 58.304924, 109.642767 58.30492899999999, 109.643055 58.305138, 109.643456 58.304807)))",Киренск,,POINT (109.6422766548401 58.3018790506329)
Киренский,Мутина,Киренск,30230,57.783333,108.1,"POLYGON ((110.030571 58.625682, 110.033324 58.62636, 110.033691 58.625954, 110.034044 58.626, 110.034114 58.625646, 110.03451 58.625248, 110.03173 58.624497, 110.031335 58.624895, 110.030632 58.624894, 110.030939 58.625276, 110.030571 58.625682))",Киренск,,POINT (110.0324904982547 58.62543102372839)
Киренский,Никулина,Киренск,30230,57.783333,108.1,"POLYGON ((108.589295 57.988381, 108.589488 57.98866599999999, 108.593564 57.991108, 108.594936 57.991366, 108.595537 57.990876, 108.598962 57.988581, 108.601322 57.987772, 108.603742 57.98733799999999, 108.606032 57.986484, 108.605485 57.985595, 108.602706 57.985384, 108.599874 57.985965, 108.599592 57.985727, 108.599976 57.985022, 108.602288 57.983908, 108.601311 57.98316699999999, 108.597084 57.985583, 108.595024 57.986239, 108.589295 57.988381))",Киренск,,POINT (108.5972348241356 57.98757243711313)
Киренский,Орлова,Киренск,30230,57.783333,108.1,"POLYGON ((109.098564 58.277449, 109.102641 58.279099, 109.102341 58.280004, 109.103521 58.280151, 109.110108 58.28058, 109.110667 58.279267, 109.106698 58.278668, 109.104359 58.277888, 109.100924 58.276228, 109.098564 58.277449))",Киренск,,POINT (109.1045455379318 58.27878233885486)
Киренский,Петропавловское,Киренск,30230,57.783333,108.1,"POLYGON ((108.959569 58.202062, 108.960955 58.20308, 108.959789 58.203641, 108.962175 58.205307, 108.962975 58.20493699999999, 108.964214 58.205901, 108.965201 58.206609, 108.966286 58.207235, 108.96743 58.207759, 108.966332 58.208628, 108.967 58.208864, 108.966718 58.209059, 108.967206 58.209293, 108.969462 58.210504, 108.968657 58.2112, 108.968324 58.211576, 108.96816 58.211955, 108.967814 58.212294, 108.967332 58.212552, 108.967628 58.21305899999999, 108.967996 58.213382, 108.96917 58.2139, 108.970057 58.213415, 108.970648 58.213583, 108.971409 58.213051, 108.969566 58.212229, 108.970238 58.211741, 108.97102 58.21203999999999, 108.972667 58.211558, 108.976035 58.21351499999999, 108.977217 58.213417, 108.97812 58.212616, 108.978157 58.211848, 108.97711 58.211213, 108.976542 58.210314, 108.97604 58.20872, 108.973475 58.206782, 108.972525 58.206333, 108.965525 58.202571, 108.963901 58.201261, 108.962412 58.201457, 108.961829 58.201429, 108.961326 58.201562, 108.960439 58.201874, 108.959569 58.202062))",Киренск,,POINT (108.9693214515875 58.20770254444137)
Киренский,Салтыкова,Киренск,30230,57.783333,108.1,"POLYGON ((108.472856 57.944435, 108.475967 57.947492, 108.477492 57.948617, 108.480174 57.94743, 108.484466 57.949689, 108.48717 57.948913, 108.477941 57.943955, 108.475002 57.943419, 108.472856 57.944435))",Киренск,,POINT (108.479157879006 57.94647781092107)
Киренский,Усть-Киренга,Киренск,30230,57.783333,108.1,"POLYGON ((107.966558 57.41087899999999, 107.968746 57.41299799999999, 107.970291 57.415546, 107.97473 57.41492299999999, 107.973399 57.412491, 107.972005 57.411357, 107.969905 57.410613, 107.967674 57.410717, 107.966558 57.41087899999999))",Киренск,,POINT (107.9709018476395 57.41299181628304)
Киренский,Чечуйск,Киренск,30230,57.783333,108.1,"POLYGON ((108.695418 58.071103, 108.696977 58.071548, 108.69746 58.071067, 108.70018 58.072427, 108.704439 58.07499199999999, 108.707449 58.074497, 108.708206 58.074268, 108.709606 58.073638, 108.710318 58.07328399999999, 108.710708 58.07363299999999, 108.711112 58.07352299999999, 108.713207 58.073681, 108.713781 58.072864, 108.710546 58.071717, 108.706896 58.070831, 108.703861 58.070206, 108.699034 58.06956899999999, 108.698833 58.069883, 108.698349 58.069927, 108.697861 58.06985599999999, 108.697368 58.070367, 108.696454 58.070102, 108.695418 58.071103))",Киренск,,POINT (108.7046252590623 58.07216044811317)
Киренский,Юбилейный,Киренск,30230,57.783333,108.1,"POLYGON ((108.82938 58.128122, 108.837973 58.131834, 108.839895 58.13055199999999, 108.842554 58.13063099999999, 108.844538 58.130502, 108.847613 58.13089799999999, 108.850295 58.13197899999999, 108.852904 58.13283, 108.855175 58.13073199999999, 108.85292 58.129794, 108.849443 58.128287, 108.846043 58.12771799999999, 108.843354 58.12752399999999, 108.841525 58.127457, 108.839296 58.126982, 108.83437 58.125735, 108.833233 58.126725, 108.832583 58.127382, 108.831732 58.12759399999999, 108.830002 58.127463, 108.82938 58.128122))",Киренск,,POINT (108.8419814244522 58.12922495708479)
Мамско-Чуйский,Витимский,Мама,30157,58.3,112.9,"POLYGON ((113.247333 58.219396, 113.247584 58.220527, 113.247904 58.22081799999999, 113.250709 58.221005, 113.254092 58.221753, 113.256241 58.222106, 113.263114 58.22239099999999, 113.264471 58.222122, 113.265769 58.223782, 113.265937 58.225564, 113.268431 58.22582, 113.269349 58.222711, 113.275408 58.222462, 113.276026 58.221142, 113.273728 58.220828, 113.271754 58.221134, 113.269955 58.220904, 113.270025 58.22049999999999, 113.267904 58.220189, 113.266575 58.21992599999999, 113.263579 58.21948099999999, 113.261932 58.219021, 113.260343 58.21861699999999, 113.258664 58.218549, 113.255426 58.21852699999999, 113.252675 58.218556, 113.248584 58.21901, 113.247333 58.219396))",Мама,22.9671605033378,POINT (113.2614605774248 58.2210857119127)
Мамско-Чуйский,Горно-Чуйский,Улан-Макит,30356,56.366667,114.633333,"POLYGON ((111.724134 57.636086, 111.725552 57.636515, 111.726059 57.636762, 111.725916 57.637767, 111.726418 57.638529, 111.726819 57.63889, 111.7272 57.639093, 111.72734 57.639387, 111.728464 57.639808, 111.728921 57.64003899999999, 111.732248 57.64125199999999, 111.735684 57.641842, 111.7371 57.642021, 111.739668 57.642111, 111.742419 57.642317, 111.746048 57.642728, 111.747269 57.64324999999999, 111.752306 57.643879, 111.755071 57.64431099999999, 111.759645 57.645158, 111.760538 57.643091, 111.758572 57.642968, 111.752499 57.642232, 111.749151 57.641732, 111.747907 57.641656, 111.738674 57.64044699999999, 111.738107 57.63894, 111.735425 57.63775099999999, 111.734292 57.637321, 111.734768 57.636883, 111.734832 57.63426, 111.734004 57.634023, 111.733357 57.632312, 111.732183 57.631881, 111.731142 57.631792, 111.729011 57.632358, 111.727891 57.632334, 111.726141 57.634414, 111.724722 57.635481, 111.724134 57.636086))",Мама,100.798354582887,POINT (111.7370418845767 57.63877546652273)
Мамско-Чуйский,Камчатка,Леприндо,30374,56.65,117.566667,POINT(113.366667 58.3),Мама,27.3641247330209,POINT (113.366667 58.3)
Мамско-Чуйский,Рысья,Витим,30054,59.45,112.583333,"POLYGON ((112.149075 57.693762, 112.150472 57.695, 112.153015 57.694693, 112.159325 57.69447599999999, 112.161002 57.696837, 112.166676 57.696127, 112.166323 57.694072, 112.17297 57.69316999999999, 112.178945 57.692951, 112.178521 57.690245, 112.174771 57.689888, 112.167107 57.688201, 112.164768 57.687557, 112.164253 57.686684, 112.161378 57.687017, 112.161635 57.687914, 112.160219 57.688638, 112.15906 57.689384, 112.156249 57.69065399999999, 112.153277 57.692932, 112.149075 57.693762))",Мама,80.4878316100583,POINT (112.1646347418474 57.69190133653576)
Мамско-Чуйский,Садки,Витим,30054,59.45,112.583333,"POLYGON ((112.028255 59.182365, 112.028426 59.18367, 112.030433 59.18356, 112.031838 59.183361, 112.033651 59.18306399999999, 112.03511 59.183433, 112.037599 59.182849, 112.037814 59.182447, 112.036355 59.182078, 112.03451 59.18180899999999, 112.032149 59.181445, 112.03054 59.18115299999999, 112.029531 59.181258, 112.028287 59.181544, 112.028255 59.182365))",Витим,43.2833286910567,POINT (112.0321674877272 59.18245819673459)
Мамско-Чуйский,Согдиондон,Улан-Макит,30356,56.366667,114.633333,"POLYGON ((111.946012 59.202087, 111.947633 59.202741, 111.949724 59.202704, 111.950604 59.203287, 111.952321 59.202803, 111.952334 59.203446, 111.953425 59.203343, 111.953694 59.201625, 111.953864 59.20075499999999, 111.954142 59.199806, 111.954491 59.19931399999999, 111.955373 59.19727899999999, 111.953522 59.19718899999999, 111.953651 59.19687, 111.953179 59.196782, 111.952299 59.197639, 111.950733 59.199226, 111.948544 59.200778, 111.946012 59.202087))",Витим,45.4529602574665,POINT (111.9515220810406 59.20056536337489)
Мамско-Чуйский,Чуя,Витим,30054,59.45,112.583333,"POLYGON ((112.408219 59.264067, 112.410454 59.264663, 112.414896 59.26562699999999, 112.416661 59.26587499999999, 112.419584 59.26653899999999, 112.425661 59.26770699999999, 112.430324 59.268834, 112.432809 59.269541, 112.436155 59.27063099999999, 112.438112 59.271349, 112.44102 59.269169, 112.439546 59.268552, 112.436263 59.268091, 112.432831 59.26673, 112.430728 59.266389, 112.428067 59.265862, 112.422723 59.264564, 112.418068 59.263666, 112.418432 59.263081, 112.417638 59.26284, 112.417209 59.26307, 112.415043 59.263433, 112.413493 59.263229, 112.413214 59.264217, 112.408219 59.264067))",Витим,22.2803883405402,POINT (112.4262061492674 59.26679283867658)
Мамско-Чуйский,Воронцовка,Мама,30157,58.3,112.9,"POLYGON ((112.897699 58.853184, 112.897715 58.854176, 112.898542 58.854172, 112.899993 58.854066, 112.900007 58.853136, 112.897699 58.853184))",Мама,61.6697576294434,POINT (112.8988393071642 58.85364896922826)
Мамско-Чуйский,Колотовка,Мама,30157,58.3,112.9,"POLYGON ((113.188031 58.219567, 113.188637 58.220582, 113.191718 58.22029999999999, 113.195072 58.219863, 113.198792 58.219024, 113.199637 58.21864, 113.200601 58.218251, 113.20086 58.217892, 113.201492 58.217354, 113.203915 58.21677, 113.20875 58.214987, 113.2111 58.214343, 113.210972 58.21385799999999, 113.213652 58.21313, 113.212284 58.211955, 113.20997 58.212512, 113.208626 58.212595, 113.204261 58.213416, 113.204942 58.214109, 113.202484 58.21461499999999, 113.201748 58.21440399999999, 113.200977 58.214478, 113.199154 58.21381, 113.196766 58.214647, 113.195202 58.213915, 113.193359 58.21349499999999, 113.192628 58.213826, 113.195217 58.21463199999999, 113.193142 58.216385, 113.193435 58.21681599999999, 113.192009 58.217802, 113.192496 58.218363, 113.188031 58.219567))",Мама,19.9278792439753,POINT (113.1999397233988 58.21622777268929)
Мамско-Чуйский,Луговский,Мама,30157,58.3,112.9,"MULTIPOLYGON (((112.887024 58.062487, 112.887691 58.062058, 112.886613 58.06073199999999, 112.887022 58.060468, 112.88795 58.05848899999999, 112.888303 58.05659499999999, 112.888225 58.056117, 112.888461 58.05580999999999, 112.888495 58.054609, 112.88812 58.05415799999999, 112.886965 58.054018, 112.886118 58.054243, 112.885676 58.055766, 112.885052 58.057145, 112.884918 58.05759699999999, 112.884508 58.057907, 112.884174 58.058411, 112.883879 58.058706, 112.882918 58.059264, 112.881926 58.05963999999999, 112.883519 58.060648, 112.884734 58.06197299999999, 112.885969 58.064467, 112.887906 58.064003, 112.887476 58.063465, 112.887024 58.062487)), ((112.882628 58.06797899999999, 112.883221 58.067868, 112.882461 58.066456, 112.882238 58.065829, 112.882172 58.065314, 112.881626 58.064251, 112.880907 58.062984, 112.882336 58.062737, 112.881835 58.062037, 112.8812 58.061346, 112.880413 58.060629, 112.879656 58.060229, 112.878597 58.059894, 112.875801 58.05915899999999, 112.87492 58.059043, 112.873617 58.058979, 112.871856 58.059006, 112.870874 58.059151, 112.870406 58.059664, 112.869958 58.060086, 112.8696 58.0603, 112.869256 58.060727, 112.868086 58.061009, 112.868307 58.061474, 112.869049 58.061889, 112.871713 58.062112, 112.872385 58.062239, 112.873799 58.06269899999999, 112.876069 58.062982, 112.876922 58.063629, 112.877606 58.064517, 112.878965 58.06506, 112.879406 58.065715, 112.880609 58.066835, 112.881096 58.066945, 112.882178 58.06776, 112.882628 58.06797899999999)))",Мама,26.6438155939156,POINT (112.8801157094613 58.06101703960015)
Мамско-Чуйский,Мама,Мама,30157,58.3,112.9,"POLYGON ((112.88985 58.304976, 112.891998 58.306313, 112.890354 58.307432, 112.892649 58.308679, 112.898281 58.305884, 112.900236 58.306718, 112.899987 58.307667, 112.894117 58.31209399999999, 112.896196 58.31319, 112.897276 58.314105, 112.895288 58.314896, 112.892142 58.31638, 112.892994 58.317083, 112.893901 58.317245, 112.898366 58.31594, 112.90469 58.31430899999999, 112.908346 58.313126, 112.909556 58.312641, 112.914909 58.31086699999999, 112.917109 58.310281, 112.918593 58.30979199999999, 112.919958 58.30896, 112.920548 58.308347, 112.920579 58.307918, 112.920392 58.307145, 112.918617 58.305412, 112.917665 58.304727, 112.916924 58.304061, 112.915467 58.30245499999999, 112.914453 58.300579, 112.914175 58.29965499999999, 112.914184 58.298672, 112.913956 58.297528, 112.914105 58.296848, 112.914175 58.295831, 112.912943 58.29607799999999, 112.912558 58.29563899999999, 112.910615 58.296112, 112.909674 58.295817, 112.908709 58.295859, 112.908162 58.295513, 112.905372 58.296739, 112.905919 58.297085, 112.905992 58.297205, 112.905655 58.2974, 112.901093 58.299148, 112.892294 58.302366, 112.890404 58.302955, 112.88985 58.304976))",Мама,0.73358881851488,POINT (112.9052892779386 58.30596870896493)
Мамско-Чуйский,Мусковит,Мама,30157,58.3,112.9,"MULTIPOLYGON (((113.276622 58.213002, 113.276612 58.21264499999999, 113.274469 58.21266199999999, 113.274479 58.21302, 113.274438 58.213416, 113.274469 58.213898, 113.274522 58.214127, 113.274547 58.214504, 113.276689 58.21446599999999, 113.276619 58.213378, 113.276622 58.213002)), ((113.291092 58.216081, 113.290794 58.215439, 113.293409 58.215261, 113.295714 58.21533299999999, 113.295537 58.214853, 113.293161 58.21344, 113.292007 58.212677, 113.291651 58.212027, 113.287081 58.212141, 113.285886 58.212298, 113.284778 58.21291, 113.284165 58.213209, 113.283482 58.213653, 113.283522 58.215145, 113.281865 58.21543999999999, 113.278398 58.215444, 113.274865 58.215588, 113.271097 58.21485, 113.270861 58.215197, 113.275401 58.21605899999999, 113.277599 58.216164, 113.277655 58.21654299999999, 113.27839 58.216722, 113.280949 58.21674299999999, 113.283829 58.216651, 113.291092 58.216081)))",Мама,24.5585338821743,POINT (113.285653900822 58.21458601429664)
Мамско-Чуйский,Слюдянка,Мама,30157,58.3,112.9,"MULTIPOLYGON (((112.766551 57.96914599999999, 112.767848 57.969544, 112.768552 57.969371, 112.768865 57.96931, 112.769548 57.969148, 112.76736 57.966541, 112.766678 57.966703, 112.766257 57.966736, 112.765553 57.96691, 112.76515 57.967126, 112.765719 57.967979, 112.766551 57.96914599999999)), ((112.770437 57.97886699999999, 112.771613 57.978812, 112.772579 57.979747, 112.772967 57.979589, 112.772634 57.978958, 112.772627 57.978327, 112.772806 57.977582, 112.7724 57.976094, 112.772499 57.97316199999999, 112.772696 57.97175799999999, 112.771097 57.971632, 112.770407 57.971646, 112.770342 57.971394, 112.769049 57.970879, 112.768255 57.970834, 112.768056 57.971118, 112.767538 57.971293, 112.767155 57.972113, 112.766901 57.972313, 112.76659 57.973524, 112.766749 57.97458899999999, 112.767341 57.974564, 112.767743 57.975473, 112.769053 57.97561899999999, 112.768788 57.97629999999999, 112.768989 57.97713899999999, 112.76951 57.976992, 112.770255 57.976972, 112.770437 57.97886699999999)))",Мама,37.1808527043856,POINT (112.7696082435507 57.97338114657207)
